10	16
10,5	15,2
9,78	18,69
8,75	15,5
8,5	25
9,8	25
10,58	23,78
12,42	9,2
8,79	20,01
9,43	19,21
9,5	22
9,44	15,14
10,3	20,7
10	10
6,78	17,56
10,76	24,89
7,56	16,22
11	23
5,4	18,1
11,4	22,5
8,56	20,01
7,82	14,61
